Dialogue_ID,Utterance_ID,Knowledge
1761,0,
1761,1,
1761,2,
1761,3,
1761,4,
1761,5,
1761,6,
1761,7,
1761,8,
1761,9,
1761,10,
1761,11,
1761,12,"[""Okay, good.\nMonica Geller: But I can't date a 30-year-old man.\nEthan: Why not?\nMonica Geller: Because I'm 24."", 'Okay, good.\nRachel Green: Oh, my God!', ""But this has to stop.\nMonica Geller: Why?\nEthan: Because I can't keep lying to my wife."", ""So, what do you say?\nMonica Geller: I say you're still not getting my vote."", ""Yeah.\nMonica Geller: But I can't date a Congressman.\nEthan: Why not?\nMonica Geller: Because I'm Monica."", ""So what do you say?\nMonica Geller: I say you're lucky I'm not 17."", ""So, what do you say?\nMonica Geller: I say you're still 17 in my book."", ""Okay, so let's just forget about the whole age thing, huh?\nMonica Geller: I can't."", ""Okay, good.\nMonica Geller: But you're still married.\nEthan: Yeah, I know.""]"
1762,0,
1762,1,
1762,2,
1762,3,
1762,4,
1762,5,
1762,6,
1762,7,
1762,8,
1762,9,
1762,10,
1762,11,
1762,12,
1762,13,"[""You're married."", ""You're not 17."", ""I don't know.""]"
1763,0,
1763,1,
1763,2,
1763,3,
1763,4,
1763,5,
1763,6,
1763,7,
1763,8,
1763,9,
1763,10,
1763,11,
1763,12,
1763,13,
1763,14,"[""Icky?\nMonica Geller: Yeah, it's icky. It feels icky."", ""Icky?\nMonica Geller: Yeah, you know, like when you have a great big zit and you can't stop picking at it.\nEthan: So, I'm a zit?"", 'Icky?\nMonica Geller: Yeah, you know, like when you were 17 and you were icky.', ""Icky?\nMonica Geller: Yeah, it's icky. It's like, I'm sleeping with my father."", ""Icky?\nMonica Geller: Yeah, it's icky. It's like, I don't know, it's like dating my dad."", ""Icky?\nMonica Geller: Yeah, it's icky."", ""Icky?\nMonica Geller: Yeah, you know, like when you were a kid and you found out that your parents did it? That's what it is. It's icky."", ""Icky?\nMonica Geller: Yeah, you know, like when you were a kid and you found out that your parents had sex? That's how I feel about us.""]"
1764,0,
1764,1,
1764,2,
1764,3,
1764,4,
1764,5,
1764,6,
1764,7,
1764,8,
1764,9,
1764,10,
1764,11,
1764,12,
1764,13,
1764,14,
1764,15,"['Yes.', 'Yeah.']"
1765,0,
1765,1,
1765,2,
1765,3,
1765,4,
1765,5,
1765,6,
1765,7,
1765,8,
1765,9,
1765,10,
1765,11,
1765,12,
1765,13,
1765,14,
1765,15,
1765,16,"[""Monica, Monica, Monica. You're over-thinking this."", ""Monica, stop. Just tell me the truth.\nMonica Geller: I don't want to hurt your feelings, but... you're kind of icky."", 'Monica, Monica, Monica. Age is just a number.', 'Monica, Monica, Monica. I understand.', ""Monica, stop. Just tell me the truth.\nMonica Geller: The truth is, it's icky."", ""Monica, Monica, Monica. If we lived in biblical times, I'd be stoning you right now for being such a tease."", ""Monica, Monica, Monica. I understand. I'm not 17, I'm 30. I have a wife, I have a job, I'm your Congressman. Monica, this is ridiculous, we're great together. We can talk, we make each other laugh, and the sex. Oh, man, okay i""]"
1766,0,
1766,1,
1766,2,
1766,3,
1766,4,
1766,5,
1766,6,
1766,7,
1766,8,
1766,9,
1766,10,
1766,11,
1766,12,
1766,13,
1766,14,
1766,15,
1766,16,
1766,17,"['...be your concubine.\nEthan: Monica, I think we should see other people.', '... be your concubine.\nEthan: Monica, I think we should see other people.', ""... be your concubine.\nEthan: That's it, I'm out of here."", 'I would stone you to death.', 'I would really...\nEthan: Please.\nMonica Geller: ... be your concubine.', ""... be your concubine.\nEthan: Monica, you're breaking my heart.""]"
1767,0,
1767,1,
1767,2,
1767,3,
1767,4,
1767,5,
1767,6,
1767,7,
1767,8,
1767,9,
1767,10,
1767,11,
1767,12,
1767,13,
1767,14,
1767,15,
1767,16,
1767,17,
1767,18,"[""Hey.\nMonica Geller: Hey.\nRoss Geller: I thought you were gonna call me when you got home.\nMonica Geller: Yeah, I know. I'm sorry. I just, I needed some time to think.\nRoss Geller: Okay. Well, I was thinking"", 'Hey.\nMonica Geller: Hey.\nRoss Geller: I was just gonna say, if you guys are gonna do it, do it in my room.', 'Hey.\nMonica Geller: Hey.\nRoss Geller: You okay?\nMonica Geller: Yeah.', 'Hey.\nMonica Geller: Hey.\nRachel Green: Hey.\nJoey Tribbiani: Hey.', 'Hey.\nRachel Green: Hey.']"
1768,0,
1768,1,
1768,2,
1768,3,
1768,4,
1768,5,
1768,6,
1768,7,
1768,8,
1768,9,
1768,10,
1768,11,
1768,12,
1768,13,
1768,14,
1768,15,
1768,16,
1768,17,
1768,18,
1768,19,"[""Yeah, they're a little damp."", 'Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,', ""Oh, yeah. They're like little prunes."", 'Oh, come on.', ""They're like prunes."", 'Dude, she just said she loved you.\nEthan: I know.']"
1769,0,
1769,1,
1769,2,
1769,3,
1769,4,
1769,5,
1769,6,
1769,7,
1769,8,
1769,9,
1769,10,
1769,11,
1769,12,
1769,13,
1769,14,
1769,15,
1769,16,
1769,17,
1769,18,
1769,19,
1769,20,"['They have a little bit of a learning curve.', ""Okay, good. 'Cause I don't wanna touch 'em."", 'Okay, well, you might wanna go back in there and dry them off.', 'Well, you know what they say, ""moist is the new dry.""', 'Well, you should probably go dry them then.', ""Okay, good. 'Cause I just washed mine."", ""Okay, good. 'Cause that would be really gross.""]"
1770,0,
1770,1,
1770,2,"[""Yeah, I'm not sure if I can handle much more of this.\n\nSantos: Would you like me to make you a weaker drink, Mr. Bing?"", 'Hey, buddy.\n\nGerston: Hey, Chandler.', ""Yeah, I'm not sure if I can handle any more of these.\n\nSantos: Would you like me to make you a weaker drink, Mr. Bing?"", ""Yeah, I think the, uh, bartender, like, put, like, a little too much tequila in 'em.\n\nSantos: I'm sorry to hear that."", ""Yeah, I'm not sure if I'm drunk or just, like, really tired.\n\nSantos: Would you like another drink, Mr. Bing?"", ""Yeah, I'm not sure if I'm feeling the tequila or the lime.\n\nChandler: Hey, guys. What's up?"", 'Yeah, I think the, um, bartender put, like, way too much tequila in them.\n\nSantos: Would you like me to get you a water, Mr. Bing?', ""Oh, they are so strong.\n\nGerston: I don't think so."", 'Hey, Chandler.\n\nChandler: Hey, guys.', ""Yeah, I'm not sure if I'm feeling the tequila or the lime more.\n\nSantos: Would you like another drink, Mr. Bing?""]"
1771,0,
1771,1,
1771,2,
1771,3,"['Oh, thank you.\n\nSantos: May I make a suggestion, Mr. Bing? Try the house special.', 'Thank you, Mr. Petrie.', ""Oh, thank you. I, um, I'm glad you enjoyed it."", 'Oh, thank you.\n\nSantos: The music was great.', 'Oh, thank you.\n\nSantos: The pleasure was all mine, Mr. Bing.', ""Oh, thank you.\n\nChandler Bing: I'm glad you liked it."", 'Thank you, Petrie.']"
1772,0,
1772,1,
1772,2,
1772,3,
1772,4,"[""I'll have them to you by eight, Mr. Bing."", 'Yes, Mr. Bing.']"
1773,0,
1773,1,
1773,2,
1773,3,
1773,4,
1773,5,"['Yeah, I can do that.', 'Yeah, I can have them to you by then.', 'Yeah, no problem.']"
1774,0,
1774,1,
1774,2,
1774,3,
1774,4,
1774,5,
1774,6,"['Great, thank you.', 'Great.', 'Great. Thanks.']"
1775,0,
1775,1,
1775,2,
1775,3,
1775,4,
1775,5,
1775,6,
1775,7,['Petrie.']
1776,0,
1776,1,
1776,2,
1776,3,
1776,4,
1776,5,
1776,6,
1776,7,
1776,8,"['Yeah, thanks.', 'Yeah, Petrie.', 'Right.']"
1777,0,
1777,1,
1777,2,"['Yeah?\n\nRachel Green: What are you doing?', 'Yeah?\n\nRachel Green: What is this?', 'What?\n\nRachel Green: What is this?', ""What?\n\nRachel Green: You're not going to believe this!"", 'What?\n\nRachel Green: What are you doing?', 'What?\n\nRachel Green: You have to try this.']"
1778,0,
1778,1,
1778,2,
1778,3,"['Oh, there you are.', 'Oh, good.', ""What are you doing?\n\nRoss Geller: I'm looking at you."", 'What are you doing?\n\nRoss Geller: Just looking at you.', 'Oh, okay.']"
1779,0,
1779,1,
1779,2,
1779,3,
1779,4,"['Just what?', 'What?\n\nRachel Green: We were just talking about how much we miss you.', 'What?\n\nRachel Green: Ross, we were just talking about you.', 'I know.']"
1780,0,
1780,1,
1780,2,
1780,3,
1780,4,
1780,5,"[""You're not having a baby."", 'What?', 'Ross, we were just looking at your baby pictures.', 'No, no, no. We were just looking at your, your, your, your... your penis.', 'You are not having a baby.', 'No, no, no. We were just, we were just talking.', ""Ross, I'm not pregnant."", 'Ross, we were just looking at your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your, your']"
1781,0,
1781,1,
1781,2,
1781,3,
1781,4,
1781,5,
1781,6,"[""I'm having a baby."", 'You said, ""Wow.""']"
1782,0,
1782,1,
1782,2,
1782,3,
1782,4,
1782,5,
1782,6,
1782,7,"[""Ross, what are you talking about?\n\nRoss Geller: I'm talking about the fact that we're going to have a baby!"", 'Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,', 'Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh,', ""Ross, you're not having a baby."", 'Oh, Ross.', ""Oh, Ross.\n\nRachel Green: I'm having a baby."", ""Oh, Ross.\n\nRoss Geller: I'm here.""]"
1783,0,
1783,1,
1783,2,
1783,3,
1783,4,
1783,5,
1783,6,
1783,7,
1783,8,"[""I'm having a baby.""]"
1784,0,
1784,1,
1784,2,
1784,3,
1784,4,
1784,5,
1784,6,
1784,7,
1784,8,
1784,9,"[""Ross, I'm not pregnant."", ""Ross, you're not having a baby.\nRoss Geller: Oh, right."", ""Ross, you're not having a baby.\nRoss Geller: I'm not?"", 'Oh, my God!']"
1785,0,
1785,1,
1785,2,
1785,3,
1785,4,
1785,5,
1785,6,
1785,7,
1785,8,
1785,9,
1785,10,
1785,11,"[""What?\nRachel Green: You're having a baby."", ""I'm having a baby."", ""I'm here.""]"
1786,0,
1786,1,
1786,2,"['What is that?\n\nChandler Bing: A game of Jenga.', ""What is that?\n\nChandler Bing: It's a game I made up. I'm trying to get the little metal thingy to stay in the hole.\n\nRoss Geller: That is the most pathetic thing I've ever seen."", 'Oh my God, Chandler, are you ___________?', 'What?\n\nChandler Bing: A game of Risk. Wanna play?', ""What?\n\nChandler Bing: I've got a fire going here."", 'What?\n\nChandler Bing: A fire in my wastebasket.', 'Oh, wow!\n\nMonica Geller: Ross, what are you doing?', ""Oh, wow!\n\nRoss Geller: That's great, Chandler!"", 'What?\n\nChandler Bing: A fire in my garbage can.', 'What?\n\nChandler Bing: A game of Settlers of Catan. Wanna join?']"
1787,0,
1787,1,
1787,2,
1787,3,
1787,4,"[""Oh, I'm sorry. I didn't know."", 'Ross, can I talk to you for a second?\n\nRoss Geller: Rachel, what is it?', ""Ross, I'm not going to the hospital."", ""I'm coming too.\n\nMonica Geller: Okay, I'm coming."", 'Oh, yeah, the hospital.', ""I'm not going.\n\nChandler Bing: Hey Ross, look what I've got going here.""]"
1788,0,
1788,1,
1788,2,
1788,3,
1788,4,
1788,5,"[""You look fine. Let's go."", ""Monica, let's go. Come on now people, woman in labor."", ""Rachel, you look beautiful. Now let's go."", ""Monica, let's go."", 'Rachel, you look beautiful. Now, can we please go?', ""You're not going to a nightclub, Rachel."", 'Rachel, this is not the time.', ""You look beautiful, now let's go.""]"
1789,0,
1789,1,
1789,2,
1789,3,
1789,4,
1789,5,
1789,6,"[""Hey, I'm eating for two.""]"
1790,0,
1790,1,
1790,2,
1790,3,
1790,4,
1790,5,
1790,6,
1790,7,"[""Monica, let's go. Come on now people, woman in labor."", ""You're not coming.\n\nMonica Geller: I'm coming, I'm coming."", ""Phoebe, stop playing with the door.\n\nPhoebe Buffay: But it's so fun."", 'Now!', ""Okay, let's go."", ""Phoebe, can you take care of the chicken?\n\nMonica Geller: I'm coming, I'm coming.""]"
1791,0,
1791,1,
1791,2,
1791,3,
1791,4,
1791,5,
1791,6,
1791,7,
1791,8,"[""It's a Snickers.\n\nRoss Geller: Rachel, you look fine. Let's go."", ""It's a chocolate milk.\n\n Ross Geller: Rachel, come on."", ""Leftover lasagna.\n\nRoss Geller: Monica, let's go. Come on now people, woman in labor.\nChandler Bing: Hey Ross, look what I've got going here.\nRoss Geller: Yeah, save it for the cab, okay.\nRoss Geller: What"", 'It\'s a turkey.\n\n""Come on now people, woman in labor.""', 'A meatball.', 'Leftover meatloaf.\n\nRoss Geller: Okay, everyone out to the cab. NOW!', 'A meatball sub.\n\n Ross Geller: Hey Chandler, save it for the cab, okay?', 'A chocolate milk.\n\n""Come on now people, woman in labor.""', ""A meatball sub.\n\n Ross Geller: Monica, let's go. Come on now people, woman in labor.\n Chandler Bing: Hey Ross, look what I've got going here.\n Ross Geller: Yeah, save it for the cab, okay.\n Ross Geller: What are you"", 'It\'s a cheese plate.\n\n""Let\'s go, Monica. Come on now, people. Woman in labor.""']"
1792,0,
1792,1,
1792,2,
1792,3,
1792,4,
1792,5,
1792,6,
1792,7,
1792,8,
1792,9,"[""I'm not going to the hospital.\nRoss Geller: What?\nChandler Bing: I'm not going."", 'And I brought some magazines.\n\n""Come on now people, woman in labor.""', ""Hey Ross, look what I've got going here.\nRoss Geller: Yeah, save it for the cab, okay."", 'And I\'ve got a magazine.\n\n""Come on now people, woman in labor.""', ""It's a six-pack of beer.\nRoss Geller: Joey, Monica's in labor.\nJoey Tribbiani: So?"", 'And I brought you a magazine.\n\n""Come on now people, woman in labor.""', ""And I brought you a magazine.\n\nRoss Geller: What are you doing? We're going to a hospital."", 'And I\'ve got my ""I\'m With Stupid"" shirt on.\n\nMonica: I\'m coming, I\'m coming.', 'You are not putting that in the cab.\n\n""What are you doing? We\'re going to a hospital.""']"
1793,0,
1793,1,
1793,2,
1793,3,
1793,4,
1793,5,
1793,6,
1793,7,
1793,8,
1793,9,
1793,10,"['Oh, yeah.', 'Oh, come on.', ""Monica, let's go.""]"
1794,0,
1794,1,
1794,2,
1794,3,
1794,4,
1794,5,
1794,6,
1794,7,
1794,8,
1794,9,
1794,10,
1794,11,"['...you might get hungry.', ""Hey, Ross. Look what I've got going here."", '...or an ambulance.', '...you know, so we can get there faster.', 'Oh, come on.']"
1795,0,
1795,1,
1795,2,
1795,3,
1795,4,
1795,5,
1795,6,
1795,7,
1795,8,
1795,9,
1795,10,
1795,11,
1795,12,"[""Monica, let's go. Come on now people, woman in labor.\nChandler Bing: Hey Ross, look what I've got going here.\nRoss Geller: Yeah, save it for the cab, okay.\nRachel Green: What, so I can't look nice? There might be doctors"", ""Monica, let's go.""]"
1796,0,
1796,1,
1796,2,
1796,3,
1796,4,
1796,5,
1796,6,
1796,7,
1796,8,
1796,9,
1796,10,
1796,11,
1796,12,
1796,13,"[""Okay, okay, I'm coming.""]"
1797,0,
1797,1,
1797,2,
1797,3,
1797,4,
1797,5,
1797,6,
1797,7,
1797,8,
1797,9,
1797,10,
1797,11,
1797,12,
1797,13,
1797,14,"['Yeah, or a neice.', ""Yeah, or a neice. Let's go."", 'Or a neice.\nMonica Geller: Or a neice.', ""Yeah, yeah. Let's go, come on."", 'Okay, come on.', ""Okay, that's great, but can we go now?""]"
1798,0,
1798,1,
1798,2,
1798,3,
1798,4,
1798,5,
1798,6,
1798,7,
1798,8,
1798,9,
1798,10,
1798,11,
1798,12,
1798,13,
1798,14,
1798,15,"['Hey Ross, can I have a word with you?\n\nRoss Geller: What is it, Joey?', 'Hey Ross, can I have a word with you?\n\n Ross Geller: What is it, Joey?', ""Hey, Ross, I got you a coffee.\n\nRoss Geller: Hey, Joey, thanks, but I don't really have time for coffee right now."", 'Hey, Ross, can I have a word with you?\n\n Ross Geller: What is it, Joey?', ""Hey, Ross, I'm coming with you.\nRoss Geller: No, you're not.\nJoey Tribbiani: What? Why not?\nRoss Geller: You're not coming because you're not family."", 'Hey, Ross, I put a bag of ice in your car.\n\nRoss Geller: Thanks, Joey.', ""Hey, Ross, Ross.\n\n Ross Geller: What? \n Joey Tribbiani: You're gonna have a baby."", 'Hey, Ross, can I have a word with you?\n\nRoss Geller: What is it, Joey?']"
1799,0,
1799,1,
1799,2,
1799,3,
1799,4,
1799,5,
1799,6,
1799,7,
1799,8,
1799,9,
1799,10,
1799,11,
1799,12,
1799,13,
1799,14,
1799,15,
1799,16,"[""I'll stay here and keep an eye on the place.\n\nChandler Bing: I'll stay here and keep an eye on the place."", ""I'll see you guys later.\n\nChandler Bing: I'll see you guys later."", ""Hey, Ross, can I ask you something?\nRoss Geller: What?\nChandler Bing: What's the difference between a boy and a girl?"", ""Hey, Ross, look what I've got going here."", 'I\'ll see you guys later.\n\n""I\'ll see you guys later.""', ""I'll be right there."", 'Hey, Ross, good luck.\n\nRoss Geller: See you later.']"
1800,0,
1800,1,
1800,2,
1800,3,
1800,4,
1800,5,
1800,6,
1800,7,
1800,8,
1800,9,
1800,10,
1800,11,
1800,12,
1800,13,
1800,14,
1800,15,
1800,16,
1800,17,"[""Okay, I'm coming."", 'Ross, can I just ask you one question?\nRoss Geller: What?\nRachel Green: What are we gonna name him?', ""Ross, I'm not going to the hospital in this.\n\n Ross Geller: Rachel, come on. We're going to a hospital."", 'Oh, look at him.', ""Oh, I don't know if I'm ready for this.\n\nRoss Geller: Monica, let's go. Come on now people, woman in labor."", 'Oh, this is so exciting.', ""Ross, I don't have any money.\n\nRoss Geller: Here, take some of mine."", ""Oh, I'm so excited."", ""Ross, I'm not going to the hospital in this.\n\n Ross Geller: Rachel, we're going to the hospital. You can change when we get there.""]"
1801,0,
1801,1,
1801,2,"[""No, and the doctor said that if it doesn't soon, the baby could be in danger.\n\nMonica Geller: I'm sure everything's fine."", 'No, not yet.', ""No, and her doctor said that if her water doesn't break soon, the baby could be in danger.\n\nMonica Geller: I'm sure everything's fine."", ""No, and the doctor said that if it doesn't soon, the baby could be in danger.\n\nMonica Geller: Maybe you should call her again."", ""No, her water hasn't broken yet."", ""No, and her labor was supposed to start hours ago.\n\nMonica Geller: Maybe she's just running late."", ""No, and her labor was supposed to start hours ago.\n\nMonica Geller: I'm sure everything's fine.""]"
1802,0,
1802,1,
1802,2,
1802,3,"[""Isn't that the thing that keeps all the water in?\n\nMonica Geller: I'm sure everything's fine."", ""I'm sure everything's fine."", ""What's a mucus plug?\n\nMonica Geller: It's when the mucus that's been blocking the cervix comes out."", ""Isn't that when the baby's head comes out?\n\nMonica Geller: I'm sure everything's fine.""]"
1803,0,
1803,1,
1803,2,
1803,3,
1803,4,"['Ross, try to relax.\n\nMonica Geller: Ross, try to relax.', ""Ross, try to relax.\n\nRoss Geller: I'm just so worried."", ""Ross, try to relax.\n\nRoss Geller: I'm just worried, you know. I mean, what if something happens to her?"", ""Ross, try to relax.\n\nMonica Geller: I'm sure everything's fine.""]"
1804,0,
1804,1,
1804,2,
1804,3,
1804,4,
1804,5,"[""I'm not gonna have a baby.""]"
1805,0,
1805,1,
1805,2,
1805,3,
1805,4,
1805,5,
1805,6,"[""Hey, Ross, Monica. What's going on?\n\nRoss Geller: Chandler, she's not here yet. She's having my baby and she's not here."", ""I'm gonna be in Aruba."", ""Hey, Ross, Monica told me you're gonna be a dad.\nRoss Geller: Yeah, I'm a little freaked out.\nMonica Geller: Ross, you're gonna be great."", ""You're gonna be in the waiting room?\nJoey Tribbiani: Yeah, what are you gonna be doing?"", ""I'm gonna be in the bar.""]"
1806,0,
1806,1,
1806,2,
1806,3,
1806,4,
1806,5,
1806,6,
1806,7,"[""I'm just worried about her. I mean, this is our first baby.\n\nMonica Geller: I'm sure everything's fine."", ""I'm just worried, okay? I mean, this is the first time I'm gonna be a dad.\nMonica Geller: Ross, you're gonna be a great dad."", ""I'm just worried, okay? I mean, this is the most important day of my life.\nMonica Geller: Ross, everything's going to be fine."", ""I'm just worried, okay? I mean, this is our first baby.\nMonica Geller: I know, but everything's going to be fine.""]"
1807,0,
1807,1,
1807,2,
1807,3,
1807,4,
1807,5,
1807,6,
1807,7,
1807,8,"['Hey, guys.\n\nHey, guys.', '(entering) Hey, guys!', '(entering) Hey, what\'s going on?\n\n""She\'s not here yet. She\'s not here. She\'s having my baby and she\'s not here.""', ""(entering) Hey, what's going on?\n\nRoss Geller: Oh, thank God.""]"
1808,0,
1808,1,
1808,2,
1808,3,
1808,4,
1808,5,
1808,6,
1808,7,
1808,8,
1808,9,
1808,10,['Hey!']
1809,0,
1809,1,
1809,2,
1809,3,
1809,4,
1809,5,
1809,6,
1809,7,
1809,8,
1809,9,
1809,10,
1809,11,"[""I'm gonna go see if I can find a pay phone.\n\nMonica Geller: I'm sure everything's fine."", 'Hey, Ross, I think I saw your cab.', ""I'm gonna go check on the cab.\n\nMonica Geller: I'm sure everything's fine."", ""Oh, look, here comes the cab now.\n\nThe following is a conversation. Fill in the conversation with one utterance.\n\nRoss Geller: She's not here yet. She's not here. She's having my baby and she's not here.\nMonica Geller: I'm sure"", ""Oh, look, it's snowing!\n\nMonica Geller: I'm sure everything's fine."", ""I'm sure everything's fine."", 'Hey, guys.\n\nMonica Geller: Phoebe, where have you been?', ""Oh, look, here comes the cab now.\n\nRoss Geller: She's not here yet. She's not here. She's having my baby and she's not here.\nMonica Geller: I'm sure everything's fine. Has her water broke yet?\nRoss Geller: I don""]"
1810,0,
1810,1,
1810,2,
1810,3,
1810,4,
1810,5,
1810,6,
1810,7,
1810,8,
1810,9,
1810,10,
1810,11,
1810,12,"[""Phoebe, she's not even here yet."", 'What?\nPhoebe Buffay: The mucus plug!', 'What?\nPhoebe Buffay: The birth!', ""No, no, no, you didn't miss it.""]"
1811,0,
1811,1,
1811,2,
1811,3,
1811,4,
1811,5,
1811,6,
1811,7,
1811,8,
1811,9,
1811,10,
1811,11,
1811,12,
1811,13,"[""Phoebe, you can't just show up for the birth."", 'Phoebe, we would have called you.', ""Phoebe, she's not even in labor yet.\nPhoebe Buffay: Oh, when's the fun gonna start?"", ""Phoebe, she's not even in labor yet.\nPhoebe Buffay: Oh, when's the big show?"", ""I'm sure everything's fine.""]"
1812,0,
1812,1,
1812,2,
1812,3,
1812,4,
1812,5,
1812,6,
1812,7,
1812,8,
1812,9,
1812,10,
1812,11,
1812,12,
1812,13,
1812,14,"[""I'm in labor."", ""Oh, I'm just trying to help the baby come out. \n\nPhoebe Buffay: Did I miss it, did I miss it?"", ""Oh, I'm just serenading the baby. \n\nMonica Geller: I'm sure everything's fine."", ""Oh, I'm just trying to keep Ross calm. \n\nMonica Geller: I'm sure everything's fine.""]"
1813,0,
1813,1,
1813,2,
1813,3,
1813,4,
1813,5,
1813,6,
1813,7,
1813,8,
1813,9,
1813,10,
1813,11,
1813,12,
1813,13,
1813,14,
1813,15,"[""I'm gonna kill her."", 'This is not happening.', ""I can't believe this is happening."", 'Oh, my God.', 'Oh, great.']"
1814,0,
1814,1,
1814,2,
1814,3,
1814,4,
1814,5,
1814,6,
1814,7,
1814,8,
1814,9,
1814,10,
1814,11,
1814,12,
1814,13,
1814,14,
1814,15,
1814,16,"[""I'm sorry, I'm sorry. I was in the bathroom."", ""I'm sorry, I'm sorry. I had to stop for gas, and then I got lost."", ""I'm sorry, I'm sorry. I got here as fast as I could.""]"
1815,0,
1815,1,
1815,2,
1815,3,
1815,4,
1815,5,
1815,6,
1815,7,
1815,8,
1815,9,
1815,10,
1815,11,
1815,12,
1815,13,
1815,14,
1815,15,
1815,16,
1815,17,"['I wanted to get a rattle.', ""I wanted to get a little something for the baby.\nRoss Geller: Oh, my God. You're here."", ""I'm sorry, Ross."", 'I wanted to get a little something for the baby.', 'I had to get some gum.']"
1816,0,
1816,1,
1816,2,
1816,3,
1816,4,
1816,5,
1816,6,
1816,7,
1816,8,
1816,9,
1816,10,
1816,11,
1816,12,
1816,13,
1816,14,
1816,15,
1816,16,
1816,17,
1816,18,"[""A what?\nCarol Willick: A Chunky. You know, it's a baby food.\nRoss Geller: Oh, yeah."", ""A what?\nCarol Willick: A Chunky. You know, it's a baby food.\nRachel Green: Oh, Ross, relax. It's probably like two dollars for the first contraction, and then fifty cents for each additional contraction."", 'A what?\nCarol Willick: A Chunky. You know, a baby food.\nRoss Geller: Oh, yeah.', ""A what?\nCarol Willick: A Chunky. You know, a baby food.\nMonica Geller: Oh, yeah, they're really good.\nRoss Geller: Yeah, I guess so.""]"
1817,0,
1817,1,
1817,2,
1817,3,
1817,4,
1817,5,
1817,6,
1817,7,
1817,8,
1817,9,
1817,10,
1817,11,
1817,12,
1817,13,
1817,14,
1817,15,
1817,16,
1817,17,
1817,18,
1817,19,"[""Hey, maybe we should start a pool. How much do you think the baby's gonna weigh?\nMonica Geller: Chandler, this is not the time.\nRachel Green: I'm gonna have a baby too, you know.\nMonica Geller: What?\nRachel Green: Yeah, I"", 'I had a Chunky.', 'Hey, I had a Chunky.', 'Hey, Ross, I got you a cigar.\nRoss Geller: Thanks.', 'Well, maybe she was hungry.\nMonica Geller: Yeah, maybe she was just hungry.', ""Hey, Ross, you know what's really important now?\nRoss Geller: What?\nChandler Bing: The safety of the Chunky."", ""Actually, Ross, I think that's a very important part of the birthing process."", ""Yeah, especially when you're in labor.""]"
1818,0,
1818,1,
1818,2,"[""I'm not going to let it go.\n\nRoss Geller: I'm not going to let it go."", ""I'm not judging.\n\nRoss Geller: I'm not judging."", ""Chunky?\n\nRoss Geller: I'm sorry, I just really love Chunky Monkey ice cream."", ""You're eating ice cream?\n\nRoss Geller: I'm eating ice cream."", ""I'm not sure that's a good idea.\n\nRoss Geller: I'll just have one."", '""I\'m not going to eat it. I\'m just going to hold it.""', ""I'm not judging.\n\nRoss Geller: I just wanted a Chunky."", '""I\'m not going to let it go, Carol. I\'m going to eat this Chunky.""', ""I'm not judging.\n\nRoss Geller: I know you're not judging, Susan."", '""I\'m not going to eat that.""']"
1819,0,
1819,1,
1819,2,
1819,3,"['Thanks, Susan.', ""No, I'm good. Thanks.""]"
1820,0,
1820,1,
1820,2,
1820,3,
1820,4,"[""Ross, you really should stop eating that garbage.\n\nRoss Geller: I don't want it."", ""Ross, what are you doing?\n\nRoss Geller: I'm eating a Chunky."", 'Ross, try to \n\nlet it go', 'Ross, you really should stop eating that stuff.\n\nRoss Geller: I know.', 'Ross, try to \n\nDr. Franzblau: Ross, try to stay focused.', 'Ross, you really should stop eating that stuff.\n\n""No, I don\'t want it,"" Ross said, referring to the extra Chunky bar that Susan had offered him.', 'Ross, you really should stop eating that stuff.\n\n""I don\'t want it,"" Ross said.', 'Ross, you\'re eating garbage.\n\n""I don\'t want it,"" Ross said, looking at the proffered candy bar.', 'Ross, you have to let it go.\n\nRoss Geller: I know.', ""Ross, you have a problem.\n\nRoss Geller: I'll just have the one.""]"
1821,0,
1821,1,
1821,2,
1821,3,
1821,4,
1821,5,"[""We're doing fine, Dr. Franzblau.""]"
1822,0,
1822,1,
1822,2,
1822,3,
1822,4,
1822,5,
1822,6,"['Ross, Carol.\n\nCarol Willick: Hey, Dr. Franzblau.', ""Ross, I'm glad I ran into you.\n\nRoss Geller: Hi, Dr. Franzblau."", 'Hi, Ross. Hi, Carol.\n\nCarol Willick: Hi, Dr. Franzblau.', ""Hey, Ross. How's it going?"", ""Ross, Carol.\n\nRoss Geller: Hey, how's it going?"", 'Hey, Ross. Carol.\n\nRoss Geller: Hey, Dr. Franzblau.', ""How's the little one?\n\nRoss Geller: She's good.""]"
1823,0,
1823,1,
1823,2,
1823,3,
1823,4,
1823,5,
1823,6,
1823,7,"['Let it go, Ross.', 'Ross, stop it.', ""They're not contractions."", 'Ross, I told you to let it go.']"
1824,0,
1824,1,
1824,2,
1824,3,
1824,4,
1824,5,
1824,6,
1824,7,
